project_id,plotid,image_year,image_julday,dominant_landuse,dominant_landcover,change_process,change_process_notes,interpreter
Austria,1856,2008,211,Forest,Trees,Stable,,131
Austria,1856,2009,213,Forest,Non-tree,Harvest,clearcut,131
Austria,1856,2016,233,Forest,Non-tree,Growth/Recovery,,131
Austria,1857,1984,193,Forest,Trees,,,131
Austria,1857,2016,217,Forest,Trees,Stable,,131
Austria,1858,1984,193,Other,Non-tree,,,131
Austria,1858,2016,201,Other,Non-tree,Stable,,131
Austria,1859,1984,218,Forest,Trees,,,131
Austria,1859,2016,211,Forest,Trees,Stable,,131
Austria,1860,1984,193,Forest,Trees,,,131
Austria,1860,2016,233,Forest,Trees,Stable,,131
Austria,1861,1984,234,Other,Trees,,,131
Austria,1861,2016,217,Other,Trees,Stable,,131
Austria,1862,1984,218,Other,Non-tree,,,131
Austria,1862,2016,218,Other,Non-tree,Stable,,131
Austria,1863,1984,218,Other,Trees,,,131
Austria,1863,2016,209,Other,Trees,Stable,,131
Austria,1864,1984,218,Other,Non-tree,,,131
Austria,1864,2016,194,Other,Non-tree,Stable,,131
Austria,1865,1984,193,Other,Non-tree,,,131
Austria,1865,2016,224,Other,Non-tree,Stable,,131
Austria,1866,1985,236,Forest,Trees,,,131
Austria,1866,2016,226,Forest,Trees,Stable,,131
Austria,1867,1984,218,Other,Non-tree,,,131
Austria,1867,2016,211,Other,Non-tree,Stable,,131
Austria,1868,1984,218,Forest,Trees,,,131
Austria,1868,1996,226,Forest,Trees,Stable,,131
Austria,1868,2016,202,Forest,Trees,Decline,,131
Austria,1869,1984,232,Other,Non-tree,,,131
Austria,1869,2016,216,Other,Non-tree,Stable,,131
Austria,1870,1984,218,Other,Non-tree,,,131
Austria,1870,2016,209,Other,Non-tree,Stable,,131
Austria,1871,1984,248,Other,Non-tree,,,131
Austria,1871,2016,216,Other,Non-tree,Stable,,131
Austria,1872,1984,234,Forest,Trees,,,131
Austria,1872,1994,220,Forest,Trees,Stable,,131
Austria,1872,1995,223,Forest,Trees,Harvest,clearcut,131
Austria,1872,2002,186,Forest,Trees,Growth/Recovery,,131
Austria,1872,2016,201,Forest,Trees,Stable,,131
Austria,1873,1984,248,Other,Non-tree,,,131
Austria,1873,2016,200,Other,Non-tree,Stable,,131
Austria,1874,1984,234,Forest,Trees,,,131
Austria,1874,2003,215,Forest,Trees,Stable,,131
Austria,1874,2007,217,Forest,Trees,Harvest,thinning,131
Austria,1874,2013,217,Forest,Trees,Growth/Recovery,thinning,131
Austria,1874,2016,211,Forest,Trees,Stable,thinning,131
Austria,1875,1984,246,Other,Non-tree,,,131
Austria,1875,2016,238,Other,Non-tree,Stable,,131
Austria,1876,1984,218,Other,Non-tree,,,131
Austria,1876,2016,194,Other,Non-tree,Stable,,131
Austria,1877,1984,218,Other,Non-tree,,,131
Austria,1877,2016,226,Other,Non-tree,Stable,,131
Austria,1878,1984,218,Other,Non-tree,,,131
Austria,1878,2016,217,Other,Non-tree,Stable,,131
Austria,1879,1984,193,Other,Trees,,,131
Austria,1879,2016,217,Other,Trees,Stable,,131
Austria,1880,1984,218,Other,Non-tree,,,131
Austria,1880,2016,242,Other,Non-tree,Stable,,131
Austria,1881,1984,193,Other,Non-tree,,,131
Austria,1881,2016,233,Other,Non-tree,Stable,,131
Austria,1882,1984,218,Forest,Trees,,,131
Austria,1882,2007,217,Forest,Trees,Stable,,131
Austria,1882,2008,188,Forest,Non-tree,Harvest,clearcut,131
Austria,1882,2009,214,Forest,Non-tree,Growth/Recovery,,131
Austria,1882,2016,217,Forest,Non-tree,Stable,,131
Austria,1883,1984,193,Other,Non-tree,,,131
Austria,1883,2016,217,Other,Non-tree,Stable,,131
Austria,1884,1984,218,Forest,Trees,,,131
Austria,1884,2001,215,Forest,Trees,Stable,,131
Austria,1884,2002,211,Forest,Non-tree,Harvest,clearcut,131
Austria,1884,2016,241,Forest,Non-tree,Stable,,131
Austria,1885,1984,218,Other,Non-tree,,,131
Austria,1885,2016,217,Other,Non-tree,Stable,,131
Austria,1886,1984,193,Other,Trees,,,131
Austria,1886,2016,217,Other,Trees,Stable,,131
Austria,1887,1984,218,Other,Non-tree,,,131
Austria,1887,2016,217,Other,Non-tree,Stable,,131
Austria,1888,1984,218,Forest,Trees,,,131
Austria,1888,2012,230,Forest,Trees,Stable,,131
Austria,1888,2016,217,Forest,Trees,Other,,131
Austria,1889,1984,218,Forest,Trees,,,131
Austria,1889,1993,217,Forest,Trees,Stable,,131
Austria,1889,2002,211,Forest,Trees,Decline,,131
Austria,1889,2015,215,Forest,Trees,Stable,,131
Austria,1890,1984,218,Other,Trees,,,131
Austria,1890,2016,226,Other,Trees,Stable,,131
Austria,1891,1984,234,Forest,Trees,,,131
Austria,1891,2016,217,Forest,Trees,Stable,,131
Austria,1892,1984,218,Other,Non-tree,,,131
Austria,1892,2016,202,Other,Non-tree,Stable,,131
Austria,1893,1984,218,Other,Non-tree,,,131
Austria,1893,2016,227,Other,Non-tree,Stable,,131
Austria,1894,1984,218,Forest,Trees,,,131
Austria,1894,2016,202,Forest,Trees,Stable,,131
Austria,1895,1984,234,Forest,Trees,,,131
Austria,1895,1992,199,Forest,Trees,Stable,,131
Austria,1895,1994,213,Forest,Non-tree,Harvest,clearcut,131
Austria,1895,2005,211,Forest,Trees,Growth/Recovery,,131
Austria,1895,2016,217,Forest,Trees,Stable,,131
Austria,1896,1984,193,Forest,Trees,,,131
Austria,1896,2000,221,Forest,Trees,Stable,,131
Austria,1896,2002,178,Forest,Trees,Harvest,thinning,131
Austria,1896,2008,211,Forest,Trees,Debris,,131
Austria,1896,2016,217,Forest,Trees,Stable,,131
Austria,1897,1984,248,Forest,Trees,,,131
Austria,1897,2016,216,Forest,Trees,Stable,,131
Austria,1898,1984,179,Other,Non-tree,,,131
Austria,1898,2016,218,Other,Non-tree,Stable,,131
Austria,1899,1984,312,Forest,Trees,,,131
Austria,1899,2016,216,Forest,Trees,Stable,,131
Austria,1900,1984,246,Other,Non-tree,,,131
Austria,1900,2016,199,Other,Non-tree,Stable,,131
Austria,1901,1984,218,Forest,Trees,,,131
Austria,1901,2016,201,Forest,Trees,Stable,,131
Austria,1902,1984,218,Forest,Trees,,,131
Austria,1902,2016,217,Forest,Trees,Stable,,131
Austria,1903,1984,234,Forest,Trees,,,131
Austria,1903,2016,217,Forest,Trees,Stable,,131
Austria,1904,1984,234,Forest,Trees,,,131
Austria,1904,2016,217,Forest,Trees,Stable,,131
Austria,1905,1984,218,Other,Non-tree,,,131
Austria,1905,2016,211,Other,Non-tree,Stable,,131
Austria,1906,1984,193,Other,Non-tree,,,131
Austria,1906,2016,200,Other,Non-tree,Stable,,131
Austria,1907,1984,218,Forest,Trees,,,131
Austria,1907,2016,211,Forest,Trees,Stable,,131
Austria,1908,1984,218,Other,Non-tree,,,131
Austria,1908,2016,202,Other,Non-tree,Stable,,131
Austria,1909,1987,235,Forest,Trees,,,131
Austria,1909,2016,211,Forest,Trees,Stable,,131
Austria,1910,1985,234,Forest,Trees,,,131
Austria,1910,1997,203,Forest,Trees,Stable,,131
Austria,1910,2000,204,Forest,Trees,Harvest,clearcut,131
Austria,1910,2016,216,Forest,Trees,Stable,,131
Austria,1911,1984,218,Forest,Trees,,,131
Austria,1911,2016,217,Forest,Trees,Stable,,131
Austria,1912,1984,248,Other,Trees,,,131
Austria,1912,2016,216,Other,Trees,Stable,,131
Austria,1913,1984,234,Other,Non-tree,,,131
Austria,1913,2016,217,Other,Non-tree,Stable,,131
Austria,1914,1984,218,Other,Non-tree,,,131
Austria,1914,2016,211,Other,Non-tree,Stable,,131
Austria,1915,1984,218,Forest,Trees,,,131
Austria,1915,1997,228,Forest,Trees,Stable,,131
Austria,1915,1998,135,Forest,Non-tree,Harvest,clearcut,131
Austria,1915,2001,215,Forest,Non-tree,Growth/Recovery,,131
Austria,1915,2016,217,Forest,Trees,Stable,,131
Austria,1916,1984,218,Other,Non-tree,,,131
Austria,1916,2016,211,Other,Non-tree,Stable,,131
Austria,1917,1984,294,Other,Non-tree,,,131
Austria,1917,2016,214,Other,Non-tree,Stable,,131
Austria,1918,1984,218,Forest,Trees,,,131
Austria,1918,2016,203,Forest,Trees,Stable,,131
Austria,1919,1984,193,Forest,Trees,,,131
Austria,1919,2005,217,Forest,Trees,Stable,,131
Austria,1919,2006,221,Forest,Trees,Harvest,thinning,131
Austria,1919,2016,217,Forest,Trees,Stable,,131
Austria,1920,1985,225,Other,Non-tree,,,131
Austria,1920,2016,239,Other,Non-tree,Stable,,131
Austria,1921,1984,218,Forest,Trees,,,131
Austria,1921,2016,209,Forest,Trees,Stable,,131
Austria,1922,1984,193,Forest,Trees,,,131
Austria,1922,2016,217,Forest,Trees,Stable,,131
Austria,1923,1984,287,Other,Non-tree,,,131
Austria,1923,2016,239,Other,Non-tree,Stable,,131
Austria,1924,1984,241,Other,Non-tree,,,131
Austria,1924,2016,233,Other,Non-tree,Stable,,131
Austria,1925,1985,195,Forest,Trees,,,131
Austria,1925,2016,201,Forest,Trees,Stable,,131
Austria,1926,1984,234,Forest,Trees,,,131
Austria,1926,2009,214,Forest,Trees,Decline,,131
Austria,1926,2011,228,Forest,Trees,Harvest,clearcut,131
Austria,1926,2015,223,Forest,Trees,Stable,,131
Austria,1926,2016,226,Forest,Trees,Growth/Recovery,,131
Austria,1927,1984,218,Forest,Trees,,,131
Austria,1927,2016,202,Forest,Trees,Stable,,131
Austria,1928,1984,234,Forest,Trees,,,131
Austria,1928,2016,241,Forest,Trees,Stable,,131
Austria,1929,1984,218,Other,Trees,,,131
Austria,1929,2016,258,Other,Trees,Stable,,131
Austria,1930,1984,193,Forest,Trees,,,131
Austria,1930,1987,208,Forest,Trees,Growth/Recovery,,131
Austria,1930,2016,216,Forest,Trees,Stable,,131
Austria,1931,1985,236,Forest,Trees,,,131
Austria,1931,2016,217,Forest,Trees,Stable,,131
Austria,1932,1984,193,Forest,Trees,,,131
Austria,1932,2011,226,Forest,Trees,Stable,,131
Austria,1932,2014,187,Forest,Trees,Harvest,clearcut,131
Austria,1932,2016,216,Forest,Trees,Growth/Recovery,,131
Austria,1933,1984,234,Forest,Trees,,,131
Austria,1933,2016,217,Forest,Trees,Stable,,131
Austria,1934,1984,234,Other,Non-tree,,,131
Austria,1934,2016,202,Other,Non-tree,Stable,,131
Austria,1935,1984,193,Other,Non-tree,,,131
Austria,1935,2016,216,Other,Non-tree,Stable,,131
Austria,1936,1984,246,Forest,Trees,,,131
Austria,1936,2016,238,Forest,Trees,Stable,,131
Austria,1937,1984,234,Forest,Trees,,,131
Austria,1937,2016,233,Forest,Trees,Stable,,131
Austria,1938,1984,218,Forest,Trees,,,131
Austria,1938,2004,217,Forest,Trees,Stable,,131
Austria,1938,2005,211,Forest,Non-tree,Harvest,clearcut,131
Austria,1938,2016,202,Forest,Trees,Growth/Recovery,,131
Austria,1939,1984,234,Other,Non-tree,,,131
Austria,1939,2016,233,Other,Non-tree,Stable,,131
Austria,1940,1984,193,Other,Non-tree,,,131
Austria,1940,2016,209,Other,Non-tree,Stable,,131
Austria,1941,1984,234,Other,Non-tree,,,131
Austria,1941,2016,217,Other,Non-tree,Stable,,131
Austria,1942,1984,218,Other,Non-tree,,,131
Austria,1942,2016,211,Other,Non-tree,Stable,,131
Austria,1943,1984,218,Other,Non-tree,,,131
Austria,1943,2016,217,Other,Non-tree,Stable,,131
Austria,1944,1984,218,Other,Non-tree,,,131
Austria,1944,2016,217,Other,Non-tree,Stable,,131
Austria,1945,1984,218,Other,Non-tree,,,131
Austria,1945,2016,217,Other,Non-tree,Stable,,131
Austria,1946,1984,193,Forest,Trees,,,131
Austria,1946,2016,201,Forest,Trees,Stable,,131
Austria,1947,1984,246,Other,Trees,,,131
Austria,1947,2016,238,Other,Trees,Stable,,131
Austria,1948,1984,246,Forest,Trees,,,131
Austria,1948,2016,238,Forest,Trees,Stable,,131
Austria,1949,1984,218,Other,Non-tree,,,131
Austria,1949,2016,217,Other,Non-tree,Stable,,131
Austria,1950,1984,234,Other,Non-tree,,,131
Austria,1950,2016,211,Other,Non-tree,Stable,,131
Austria,1951,1984,218,Other,Non-tree,,,131
Austria,1951,2016,211,Other,Non-tree,Stable,,131
Austria,1952,1984,248,Other,Non-tree,,,131
Austria,1952,2016,200,Other,Non-tree,Stable,,131
Austria,1953,1985,225,Forest,Trees,,,131
Austria,1953,2015,212,Forest,Trees,Stable,,131
Austria,1954,1984,218,Forest,Trees,,,131
Austria,1954,2016,218,Forest,Trees,Stable,,131
Austria,1955,1984,218,Forest,Trees,,,131
Austria,1955,2010,216,Forest,Trees,Stable,,131
Austria,1955,2011,228,Forest,Trees,Harvest,clearcut,131
Austria,1955,2016,217,Forest,Trees,Decline,,131
Austria,1956,1984,248,Other,Non-tree,,,131
Austria,1956,2016,216,Other,Non-tree,Stable,,131
Austria,1957,1984,193,Other,Non-tree,,,131
Austria,1957,2016,217,Other,Non-tree,Stable,,131
Austria,1958,1984,218,Other,Non-tree,,,131
Austria,1958,2016,211,Other,Trees,Stable,,131
Austria,1959,1984,218,Other,Non-tree,,,131
Austria,1959,2016,202,Other,Non-tree,Stable,,131
Austria,1960,1984,193,Other,Trees,,,131
Austria,1960,2016,216,Other,Trees,Stable,,131
Austria,1961,1984,218,Other,Trees,,,131
Austria,1961,2016,211,Other,Trees,Stable,,131
Austria,1962,1984,218,Other,Trees,,,131
Austria,1962,2016,209,Other,Trees,Stable,,131
Austria,1963,1984,218,Other,Non-tree,,,131
Austria,1963,2016,217,Other,Non-tree,Stable,,131
Austria,1964,1984,193,Forest,Trees,,,131
Austria,1964,2016,201,Forest,Trees,Stable,,131
Austria,1965,1984,218,Forest,Trees,,,131
Austria,1965,1997,212,Forest,Trees,Stable,,131
Austria,1965,1998,135,Forest,Trees,Harvest,clearcut,131
Austria,1965,2004,200,Forest,Trees,Growth/Recovery,,131
Austria,1965,2016,217,Forest,Trees,Stable,,131
Austria,1966,1984,193,Other,Non-tree,,,131
Austria,1966,2016,201,Other,Non-tree,Stable,,131
Austria,1967,1984,218,Forest,Trees,,,131
Austria,1967,1994,213,Forest,Trees,Stable,,131
Austria,1967,1996,203,Other,Non-tree,Harvest,clearcut,131
Austria,1967,2000,214,Other,Non-tree,Stable,,131
Austria,1967,2009,214,Forest,Non-tree,Growth/Recovery,,131
Austria,1967,2016,202,Forest,Trees,Stable,,131
Austria,1968,1984,218,Forest,Trees,,,131
Austria,1968,2016,202,Forest,Trees,Stable,,131
Austria,1969,1984,234,Other,Trees,,,131
Austria,1969,2016,217,Other,Trees,Stable,,131
Austria,1970,1984,241,Other,Non-tree,,,131
Austria,1970,2016,216,Other,Non-tree,Stable,,131
Austria,1971,1984,248,Forest,Non-tree,,,131
Austria,1971,2001,238,Forest,Trees,Growth/Recovery,,131
Austria,1971,2016,216,Forest,Trees,Stable,,131
Austria,1972,1985,273,Other,Non-tree,,,131
Austria,1972,2016,239,Other,Non-tree,Stable,,131
Austria,1973,1984,248,Other,Non-tree,,,131
Austria,1973,2016,216,Other,Non-tree,Stable,,131
Austria,1974,1984,218,Forest,Trees,,,131
Austria,1974,2005,218,Forest,Trees,Stable,,131
Austria,1974,2006,198,Forest,Trees,Harvest,clearcut,131
Austria,1974,2010,200,Forest,Trees,Growth/Recovery,,131
Austria,1974,2016,241,Forest,Trees,Stable,,131
Austria,1975,1985,234,Forest,Trees,,,131
Austria,1975,2016,217,Forest,Trees,Stable,,131
Austria,1976,1984,193,Other,Non-tree,,,131
Austria,1976,2016,216,Other,Non-tree,Stable,,131
Austria,1977,1984,193,Other,Trees,,,131
Austria,1977,2016,201,Other,Trees,Stable,,131
Austria,1978,1984,193,Forest,Trees,,,131
Austria,1978,2016,225,Forest,Trees,Stable,,131
Austria,1979,1984,218,Forest,Trees,,,131
Austria,1979,1999,210,Forest,Trees,Other,,131
Austria,1979,2015,215,Forest,Trees,Stable,,131
Austria,1980,1984,234,Forest,Trees,,,131
Austria,1980,2011,221,Forest,Trees,Stable,,131
Austria,1980,2012,184,Forest,Non-tree,Harvest,clearcut,131
Austria,1980,2016,274,Forest,Non-tree,Growth/Recovery,,131
Austria,1981,1984,234,Forest,Trees,,,131
Austria,1981,1987,233,Forest,Trees,Growth/Recovery,,131
Austria,1981,2006,205,Forest,Trees,Stable,,131
Austria,1981,2008,211,Forest,Trees,Harvest,clearcut,131
Austria,1981,2009,213,Forest,Trees,Growth/Recovery,,131
Austria,1981,2016,217,Forest,Trees,Stable,,131
Austria,1982,1985,225,Other,Non-tree,,,131
Austria,1982,2016,239,Other,Non-tree,Stable,,131
Austria,1983,1984,218,Forest,Trees,,,131
Austria,1983,2016,202,Forest,Trees,Stable,,131
Austria,1984,1984,193,Forest,Trees,,,131
Austria,1984,2016,192,Forest,Trees,Stable,,131
Austria,1985,1984,218,Other,Non-tree,,,131
Austria,1985,2016,202,Other,Non-tree,Stable,,131
Austria,1986,1984,193,Other,Non-tree,,,131
Austria,1986,2016,209,Other,Non-tree,Stable,,131
Austria,1987,1984,248,Other,Non-tree,,,131
Austria,1987,2016,216,Other,Non-tree,Stable,,131
Austria,1988,1984,193,Other,Non-tree,,,131
Austria,1988,2016,209,Other,Non-tree,Stable,,131
Austria,1989,1984,264,Other,Non-tree,,,131
Austria,1989,2016,216,Other,Non-tree,Stable,,131
Austria,1990,1984,218,Other,Non-tree,,,131
Austria,1990,2016,211,Other,Non-tree,Stable,,131
Austria,1991,1984,193,Forest,Trees,,,131
Austria,1991,2016,208,Forest,Trees,Stable,,131
Austria,1992,1984,218,Other,Non-tree,,,131
Austria,1992,2016,211,Other,Non-tree,Stable,,131
Austria,1993,1984,193,Other,Non-tree,,,131
Austria,1993,2016,217,Other,Non-tree,Stable,,131
Austria,1994,1984,218,Other,Non-tree,,,131
Austria,1994,2016,211,Other,Non-tree,Stable,,131
Austria,1995,1984,193,Forest,Trees,,,131
Austria,1995,2015,221,Forest,Trees,Stable,,131
Austria,1996,1984,193,Forest,Trees,,,131
Austria,1996,2016,216,Forest,Trees,Stable,,131
Austria,1997,1984,218,Other,Non-tree,,,131
Austria,1997,2016,217,Other,Non-tree,Stable,,131
Austria,1998,1984,193,Other,Non-tree,,,131
Austria,1998,2016,216,Other,Trees,Stable,,131
Austria,1999,1984,193,Other,Non-tree,,,131
Austria,1999,2016,216,Other,Non-tree,Stable,,131
Austria,2000,1984,248,Other,Non-tree,,,131
Austria,2000,2016,216,Other,Non-tree,Stable,,131
Austria,2001,1984,218,Other,Non-tree,,,131
Austria,2001,2016,211,Other,Non-tree,Stable,,131
Austria,2002,1984,218,Forest,Trees,,,131
Austria,2002,2016,218,Forest,Trees,Stable,,131
Austria,2003,1984,234,Forest,Trees,,,131
Austria,2003,2001,215,Forest,Trees,Stable,,131
Austria,2003,2003,214,Forest,Non-tree,Harvest,clearcut,131
Austria,2003,2009,214,Forest,Non-tree,Growth/Recovery,,131
Austria,2003,2016,217,Forest,Trees,Stable,,131
Austria,2004,1984,248,Other,Non-tree,,,131
Austria,2004,2016,216,Other,Non-tree,Stable,,131
Austria,2005,1984,234,Forest,Trees,,,131
Austria,2005,2013,216,Forest,Trees,Stable,,131
Austria,2005,2016,201,Forest,Non-tree,Harvest,clearcut,131
Austria,2006,1984,234,Forest,Trees,,,131
Austria,2006,2016,201,Forest,Trees,Stable,,131
Austria,2007,1984,248,Other,Non-tree,,,131
Austria,2007,2016,216,Other,Non-tree,Stable,,131
Austria,2008,1984,218,Other,Trees,,,131
Austria,2008,2016,211,Other,Trees,Stable,,131
Austria,2009,1985,234,Forest,Trees,,,131
Austria,2009,2016,192,Forest,Trees,Stable,,131
Austria,2010,1984,218,Forest,Trees,,,131
Austria,2010,2011,235,Forest,Trees,Stable,,131
Austria,2010,2013,217,Forest,Trees,Harvest,clearcut,131
Austria,2010,2016,217,Forest,Trees,Growth/Recovery,,131
Austria,2011,1984,218,Other,Non-tree,,,131
Austria,2011,2016,209,Other,Non-tree,Stable,,131
Austria,2012,1984,193,Other,Non-tree,,,131
Austria,2012,2016,241,Other,Non-tree,Stable,,131
Austria,2013,1984,218,Forest,Trees,,,131
Austria,2013,1998,128,Forest,Trees,Stable,,131
Austria,2013,1999,212,Forest,Trees,Harvest,thinning,131
Austria,2013,2016,258,Forest,Trees,Stable,,131
Austria,2014,1984,193,Forest,Trees,,,131
Austria,2014,2016,216,Forest,Trees,Stable,,131
Austria,2015,1984,248,Other,Non-tree,,,131
Austria,2015,2016,216,Other,Non-tree,Stable,,131
Austria,2016,1984,218,Forest,Trees,,,131
Austria,2016,1995,184,Forest,Trees,Stable,,131
Austria,2016,1996,203,Forest,Trees,Harvest,clearcut,131
Austria,2016,2016,194,Forest,Trees,Stable,,131
Austria,2017,1984,218,Other,Non-tree,,,131
Austria,2017,2016,258,Other,Non-tree,Stable,,131
Austria,2018,1984,218,Other,Non-tree,,,131
Austria,2018,2016,217,Other,Trees,Stable,,131
Austria,2019,1985,225,Forest,Trees,,,131
Austria,2019,2016,207,Forest,Trees,Stable,,131
Austria,2020,1984,232,Other,Non-tree,,,131
Austria,2020,2016,201,Other,Non-tree,Stable,,131
Austria,2021,1984,193,Other,Trees,,,131
Austria,2021,2016,208,Other,Trees,Stable,,131
Austria,2022,1984,193,Other,Trees,,,131
Austria,2022,2016,233,Other,Trees,Stable,,131
Austria,2023,1984,246,Other,Non-tree,,,131
Austria,2023,2016,206,Other,Non-tree,Stable,,131
Austria,2024,1984,287,Other,Non-tree,,,131
Austria,2024,2016,238,Other,Non-tree,Stable,,131
Austria,2025,1985,234,Forest,Trees,,,131
Austria,2025,1990,216,Forest,Trees,Stable,,131
Austria,2025,1991,219,Forest,Trees,Harvest,clearcut,131
Austria,2025,1998,222,Forest,Trees,Growth/Recovery,,131
Austria,2025,2016,224,Forest,Trees,Stable,,131
Austria,2026,1984,218,Other,Non-tree,,,131
Austria,2026,2016,211,Other,Non-tree,Stable,,131
Austria,2027,1984,218,Forest,Trees,,,131
Austria,2027,2016,195,Forest,Trees,Stable,,131
Austria,2028,1984,234,Forest,Trees,,,131
Austria,2028,2009,213,Forest,Trees,Stable,,131
Austria,2028,2010,208,Forest,Non-tree,Harvest,clearcut,131
Austria,2028,2016,217,Forest,Non-tree,Stable,,131
Austria,2029,1984,248,Other,Non-tree,,,131
Austria,2029,2016,216,Other,Non-tree,Stable,,131
Austria,2030,1984,248,Other,Non-tree,,,131
Austria,2030,2016,192,Other,Non-tree,Stable,,131
Austria,2031,1987,201,Forest,Trees,,,131
Austria,2031,2000,214,Forest,Trees,Growth/Recovery,,131
Austria,2031,2016,217,Forest,Trees,Stable,,131
Austria,2032,1984,193,Forest,Trees,,,131
Austria,2032,2010,192,Forest,Trees,Stable,,131
Austria,2032,2011,218,Forest,Trees,Harvest,clearcut,131
Austria,2032,2012,214,Forest,Trees,Growth/Recovery,,131
Austria,2032,2016,201,Forest,Trees,Stable,,131
Austria,2033,1984,248,Forest,Trees,,,131
Austria,2033,1999,216,Forest,Trees,Stable,,131
Austria,2033,2000,204,Forest,Trees,Harvest,thinning,131
Austria,2033,2016,215,Forest,Trees,Stable,,131
Austria,2034,1984,193,Other,Non-tree,,,131
Austria,2034,2016,217,Other,Non-tree,Stable,,131
Austria,2035,1984,218,Other,Non-tree,,,131
Austria,2035,2016,202,Other,Non-tree,Stable,,131
Austria,2036,1984,218,Forest,Trees,,,131
Austria,2036,2016,201,Forest,Trees,Stable,,131
Austria,2037,1984,193,Forest,Trees,,,131
Austria,2037,1993,208,Forest,Trees,Growth/Recovery,,131
Austria,2037,2016,208,Forest,Trees,Stable,,131
Austria,2038,1984,241,Other,Non-tree,,,131
Austria,2038,2016,248,Other,Non-tree,Stable,,131
Austria,2039,1984,246,Forest,Trees,,,131
Austria,2039,1998,213,Forest,Trees,Stable,,131
Austria,2039,2000,226,Forest,Non-tree,Wind,deadwoodRemoval,131
Austria,2039,2016,230,Forest,Non-tree,Growth/Recovery,,131
Austria,2040,1984,193,Forest,Trees,,,131
Austria,2040,2014,218,Forest,Trees,Stable,,131
Austria,2041,1994,218,Other,Non-tree,,,131
Austria,2041,2016,247,Other,Non-tree,Stable,,131
Austria,2042,1984,234,Forest,Trees,,,131
Austria,2042,2015,222,Forest,Trees,Stable,,131
Austria,2042,2016,217,Forest,Trees,Wind,,131
Austria,2043,1984,248,Other,Non-tree,,,131
Austria,2043,2016,216,Other,Non-tree,Stable,,131
Austria,2044,1984,193,Other,Non-tree,,,131
Austria,2044,2016,201,Other,Non-tree,Stable,,131
Austria,2045,1984,241,Other,Non-tree,,,131
Austria,2045,2016,232,Other,Non-tree,Stable,,131
Austria,2046,1984,218,Other,Non-tree,,,131
Austria,2046,2016,219,Other,Non-tree,Stable,,131
Austria,2047,1984,218,Other,Non-tree,,,131
Austria,2047,2016,193,Other,Non-tree,Stable,,131
Austria,2048,1984,218,Forest,Trees,,,131
Austria,2048,2016,217,Forest,Trees,Stable,,131
Austria,2049,1984,234,Other,Non-tree,,,131
Austria,2049,2016,209,Other,Non-tree,Stable,,131
Austria,2050,1984,218,Forest,Trees,,,131
Austria,2050,2016,202,Forest,Trees,Stable,,131
Austria,2051,1984,193,Forest,Trees,,,131
Austria,2051,1987,208,Forest,Trees,Growth/Recovery,,131
Austria,2051,2016,216,Forest,Trees,Stable,,131
Austria,2052,1984,218,Other,Trees,,,131
Austria,2052,2016,202,Other,Non-tree,Stable,,131
Austria,2053,1984,234,Other,Non-tree,,,131
Austria,2053,2016,201,Other,Non-tree,Stable,,131
Austria,2054,1984,248,Other,Non-tree,,,131
Austria,2054,2016,216,Other,Non-tree,Stable,,131
Austria,2055,1984,234,Other,Non-tree,,,131
Austria,2055,2016,217,Other,Non-tree,Stable,,131
Austria,2056,1984,218,Forest,Trees,,,131
Austria,2056,1996,219,Forest,Trees,Stable,,131
Austria,2056,1997,212,Forest,Non-tree,Harvest,clearcut,131
Austria,2056,1998,272,Forest,Non-tree,Growth/Recovery,,131
Austria,2056,2001,216,Forest,Non-tree,Stable,,131
Austria,2056,2002,243,Forest,Non-tree,Growth/Recovery,,131
Austria,2056,2016,217,Forest,Trees,Stable,,131
Austria,2057,1984,218,Forest,Trees,,,131
Austria,2057,2016,241,Forest,Trees,Stable,,131
Austria,2058,1984,193,Forest,Trees,,,131
Austria,2058,1985,234,Forest,Trees,Stable,,131
Austria,2058,1986,214,Forest,Trees,Harvest,clearcut|thinning,131
Austria,2058,1997,235,Forest,Trees,Growth/Recovery,,131
Austria,2058,1998,222,Forest,Non-tree,Harvest,sanitation,131
Austria,2058,2009,213,Forest,Non-tree,Stable,,131
Austria,2058,2012,205,Forest,Non-tree,Growth/Recovery,,131
Austria,2058,2016,216,Forest,Non-tree,Stable,,131
Austria,2059,1984,248,Other,Non-tree,,,131
Austria,2059,2016,247,Other,Non-tree,Stable,,131
Austria,2060,1984,218,Other,Non-tree,,,131
Austria,2060,2016,202,Other,Non-tree,Stable,,131
Austria,2061,1984,218,Other,Non-tree,,,131
Austria,2061,2016,211,Other,Non-tree,Stable,,131
Austria,2062,1984,248,Forest,Trees,,,131
Austria,2062,2016,216,Forest,Trees,Stable,,131
Austria,2063,1984,193,Other,Non-tree,,,131
Austria,2063,2016,209,Other,Non-tree,Stable,,131
Austria,2064,1984,193,Forest,Trees,,,131
Austria,2064,2016,233,Forest,Trees,Stable,,131
Austria,2065,1985,273,Other,Non-tree,,,131
Austria,2065,2016,239,Other,Non-tree,Stable,,131
Austria,2066,1984,218,Forest,Trees,,,131
Austria,2066,2000,214,Forest,Trees,Stable,,131
Austria,2066,2003,222,Forest,Trees,Decline,,131
Austria,2066,2007,217,Forest,Trees,Stable,,131
Austria,2066,2008,188,Forest,Non-tree,Wind,,131
